name,birthcity,birthstate,countryName,LAT,LON,birthyear,gender,occupation,industry,domain
Duncan Edwards,Dudley,NA,United Kingdom,52.508,-2.089,1936,Male,Soccer Player,Team Sports,Sports
Mitt Romney,Detroit,MI,United States,42.331389,-83.045833,1947,Male,Politician,Government,Institutions
George Best,Belfast,NA,United Kingdom,54.597,-5.93,1946,Male,Soccer Player,Team Sports,Sports
Nicky Hilton,New York,NY,United States,40.7127,-74.0059,1983,Female,Celebrity,Media Personality,Public Figure
Martha Graham,Allegheny,PA,United States,40.441667,-80,1894,Female,Dancer,Dance,Arts
Julia Stiles,New York,NY,United States,40.7127,-74.0059,1981,Female,Actor,Film And Theatre,Arts
Michael Cimino,New York,NY,United States,40.7127,-74.0059,1939,Male,Film Director,Film And Theatre,Arts
Reneé O'Connor,Katy,TX,United States,29.7925,-95.8225,1971,Female,Actor,Film And Theatre,Arts
Edward B. Lewis,Wilkes-Barre,PA,United States,41.244444,-75.878056,1918,Male,Biologist,Natural Sciences,Science & Technology
Gene Wilder,Milwaukee,WI,United States,43.05,-87.95,1933,Male,Actor,Film And Theatre,Arts
Barry Manilow,New York,NY,United States,40.692778,-73.990278,1943,Male,Singer,Music,Arts
Derrick Rose,Chicago,IL,United States,41.836944,-87.684722,1988,Male,Basketball Player,Team Sports,Sports
Douglas D. Osheroff,Aberdeen,WA,United States,46.975833,-123.818611,1945,Male,Physicist,Natural Sciences,Science & Technology
Arthur Compton,Wooster,OH,United States,40.809167,-81.937222,1892,Male,Physicist,Natural Sciences,Science & Technology
Charlie Kaufman,New York,NY,United States,40.7127,-74.0059,1958,Male,Writer,Language,Humanities
Joseph L. Mankiewicz,Wilkes-Barre,PA,United States,41.244444,-75.878056,1909,Male,Film Director,Film And Theatre,Arts
John Boyd Dunlop,Dreghorn,NA,United Kingdom,55.607222,-4.616944,1840,Male,Inventor,Invention,Science & Technology
Janick Gers,Hartlepool,NA,United Kingdom,54.69,-1.21,1957,Male,Musician,Music,Arts
Bill Goldberg,Tulsa,OK,United States,36.131389,-95.937222,1966,Male,Wrestler,Individual Sports,Sports
Chazz Palminteri,New York,NY,United States,40.8373,-73.886,1952,Male,Actor,Film And Theatre,Arts
Annette Bening,Topeka,KS,United States,39.055833,-95.689444,1958,Female,Actor,Film And Theatre,Arts
Shelton Benjamin,Orangeburg,SC,United States,33.496944,-80.862222,1975,Male,Wrestler,Individual Sports,Sports
Anne Hathaway,New York,NY,United States,40.692778,-73.990278,1982,Female,Actor,Film And Theatre,Arts
"Norman Schwarzkopf, Jr.",Trenton,NJ,United States,40.223748,-74.764001,1934,Male,Military Personnel,Military,Institutions
Dan Brown,Exeter,NH,United States,42.981389,-70.947778,1964,Male,Writer,Language,Humanities
Bon Scott,Forfar,NA,United Kingdom,56.64423,-2.88842,1946,Male,Musician,Music,Arts
John Terry,Barking,NA,United Kingdom,51.54,0.08,1980,Male,Soccer Player,Team Sports,Sports
Kristen Stewart,Los Angeles,CA,United States,34.05,-118.25,1990,Female,Actor,Film And Theatre,Arts
Rick Astley,Newton-le-Willows,NA,United Kingdom,53.45,-2.633,1966,Male,Musician,Music,Arts
Sydney Pollack,Lafayette,IN,United States,40.417222,-86.878611,1934,Male,Film Director,Film And Theatre,Arts
Laura Dern,Los Angeles,CA,United States,34.05,-118.25,1967,Female,Actor,Film And Theatre,Arts
Chris Pine,Los Angeles,CA,United States,34.05,-118.25,1980,Male,Actor,Film And Theatre,Arts
Harold Urey,Walkerton,IN,United States,41.463889,-86.484444,1893,Male,Chemist,Natural Sciences,Science & Technology
George Kennedy,New York,NY,United States,40.7127,-74.0059,1925,Male,Actor,Film And Theatre,Arts
Piper Perabo,Dallas,TX,United States,32.775833,-96.796667,1976,Female,Actor,Film And Theatre,Arts
Elinor Ostrom,Los Angeles,CA,United States,34.05,-118.25,1933,Female,Economist,Social Sciences,Science & Technology
Angelina Jolie,Los Angeles,CA,United States,34.05,-118.25,1975,Female,Actor,Film And Theatre,Arts
Sam J. Jones,Chicago,IL,United States,41.836944,-87.684722,1954,Male,Actor,Film And Theatre,Arts
Karl Malone,Summerfield,LA,United States,32.9126429,-92.8293247,1963,Male,Basketball Player,Team Sports,Sports
Andrew Garfield,Los Angeles,CA,United States,34.05,-118.25,1983,Male,Actor,Film And Theatre,Arts
Devon Aoki,New York,NY,United States,40.7127,-74.0059,1982,Female,Model,Media Personality,Public Figure
Edgar Wallace,Greenwich,NA,United Kingdom,51.48,0,1875,Male,Writer,Language,Humanities
Julius Axelrod,New York,NY,United States,40.7127,-74.0059,1912,Male,Chemist,Natural Sciences,Science & Technology
Rhona Mitra,London,NA,United Kingdom,51.5172,-0.173,1975,Female,Actor,Film And Theatre,Arts
James Harden,Los Angeles,CA,United States,34.05,-118.25,1989,Male,Basketball Player,Team Sports,Sports
Bill Nighy,Caterham,NA,United Kingdom,51.2803,-0.0816,1949,Male,Actor,Film And Theatre,Arts
C. Wright Mills,Waco,TX,United States,31.551389,-97.155833,1916,Male,Sociologist,Social Sciences,Science & Technology
Jonathan Ive,Chingford,NA,United Kingdom,51.631,0.016,1967,Male,Designer,Design,Arts
John Malkovich,Christopher,IL,United States,37.972222,-89.052778,1953,Male,Actor,Film And Theatre,Arts
Jodie Foster,Los Angeles,CA,United States,34.05,-118.25,1962,Female,Actor,Film And Theatre,Arts
Michael Biehn,Anniston,AL,United States,33.661111,-85.833333,1956,Male,Actor,Film And Theatre,Arts
Cindy Crawford,DeKalb,IL,United States,41.931389,-88.750278,1966,Female,Model,Media Personality,Public Figure
Bonnie Wright,London,NA,United Kingdom,51.507222,-0.1275,1991,Female,Actor,Film And Theatre,Arts
Robert Kiyosaki,Hilo,HI,United States,19.705556,-155.085833,1947,Male,Businessperson,Business,Business & Law
Sophie Ellis-Bextor,Hounslow,NA,United Kingdom,51.4668,-0.3507,1979,Female,Singer,Music,Arts
Robert F. Furchgott,Charleston,SC,United States,32.783333,-79.933333,1916,Male,Chemist,Natural Sciences,Science & Technology
Tilda Swinton,London,NA,United Kingdom,51.507222,-0.1275,1960,Female,Actor,Film And Theatre,Arts
Charlotte Rampling,Sturmer,NA,United Kingdom,52.067,0.478,1946,Female,Actor,Film And Theatre,Arts
Bette Davis,Lowell,MA,United States,42.639444,-71.314722,1908,Female,Actor,Film And Theatre,Arts
Robert Wagner,Detroit,MI,United States,42.331389,-83.045833,1930,Male,Actor,Film And Theatre,Arts
Dwight Howard,Atlanta,GA,United States,33.755,-84.39,1985,Male,Basketball Player,Team Sports,Sports
Ryan Giggs,Cardiff,NA,United Kingdom,51.483333,-3.183333,1973,Male,Soccer Player,Team Sports,Sports
Kim Kardashian,Los Angeles,CA,United States,34.05,-118.25,1980,Female,Celebrity,Media Personality,Public Figure
Clive Granger,Swansea,NA,United Kingdom,51.616667,-3.95,1934,Male,Economist,Social Sciences,Science & Technology
Wendell Meredith Stanley,Ridgeville,IN,United States,40.290833,-85.029167,1904,Male,Chemist,Natural Sciences,Science & Technology
Jared Leto,Bossier City,LA,United States,32.517778,-93.691389,1971,Male,Actor,Film And Theatre,Arts
Martin Freeman,Aldershot,NA,United Kingdom,51.248,-0.758,1971,Male,Actor,Film And Theatre,Arts
Robert Patrick,Marietta,GA,United States,33.953333,-84.540556,1958,Male,Actor,Film And Theatre,Arts
Rachel Bilson,Los Angeles,CA,United States,34.05,-118.25,1981,Female,Actor,Film And Theatre,Arts
Gilbert Gottfried,New York,NY,United States,40.692778,-73.990278,1955,Male,Actor,Film And Theatre,Arts
Peter MacNicol,Dallas,TX,United States,32.775833,-96.796667,1954,Male,Actor,Film And Theatre,Arts
Frank Welker,Denver,CO,United States,39.76185,-104.881105,1946,Male,Actor,Film And Theatre,Arts
James Caviezel,Mount Vernon,WA,United States,48.42,-122.326111,1968,Male,Actor,Film And Theatre,Arts
Eartha Kitt,North,SC,United States,33.616111,-81.103611,1927,Female,Singer,Music,Arts
"Alexander R. Todd, Baron Todd",Cathcart,NA,United Kingdom,55.8195,-4.2679,1907,Male,Chemist,Natural Sciences,Science & Technology
Sean Bean,Sheffield,NA,United Kingdom,53.37,-1.4,1959,Male,Actor,Film And Theatre,Arts
Warwick Davis,Epsom,NA,United Kingdom,51.336,-0.267,1970,Male,Actor,Film And Theatre,Arts
Patrick Swayze,Houston,TX,United States,29.762778,-95.383056,1952,Male,Actor,Film And Theatre,Arts
Joshua Lederberg,Montclair,NJ,United States,40.824415,-74.212352,1925,Male,Biologist,Natural Sciences,Science & Technology
Jack Johnson,Oahu,HI,United States,NA,NA,1975,Male,Musician,Music,Arts
Joss Stone,Dover,NA,United Kingdom,51.1295,1.3089,1987,Female,Singer,Music,Arts
Toni Braxton,Severn,MD,United States,39.132778,-76.693889,1967,Female,Singer,Music,Arts
Rasheed Wallace,Philadelphia,PA,United States,39.95,-75.166667,1974,Male,Basketball Player,Team Sports,Sports
Vince Carter,Daytona Beach,FL,United States,29.19,-81.089444,1977,Male,Basketball Player,Team Sports,Sports
Anthony Minghella,Ryde,NA,United Kingdom,50.7271,-1.1618,1954,Male,Film Director,Film And Theatre,Arts
Donald J. Cram,Chester,VT,United States,43.288056,-72.615,1919,Male,Chemist,Natural Sciences,Science & Technology
"Joseph Hooton Taylor, Jr.",Philadelphia,PA,United States,39.95,-75.166667,1941,Male,Astronomer,Natural Sciences,Science & Technology
Ellen Barkin,New York,NY,United States,40.8373,-73.886,1954,Female,Actor,Film And Theatre,Arts
Erskine Caldwell,Moreland,GA,United States,33.285556,-84.768611,1903,Male,Writer,Language,Humanities
Rosario Dawson,New York,NY,United States,40.7127,-74.0059,1979,Female,Actor,Film And Theatre,Arts
Ray Liotta,Newark,NJ,United States,40.72422,-74.172574,1954,Male,Actor,Film And Theatre,Arts
Peter Graves,Minneapolis,MN,United States,44.983333,-93.266667,1926,Male,Actor,Film And Theatre,Arts
"Norman Foster Ramsey, Jr.","Washington, D.C.",NA,United States,NA,NA,1915,Male,Physicist,Natural Sciences,Science & Technology
Tracy McGrady,Bartow,FL,United States,27.8925,-81.839722,1979,Male,Basketball Player,Team Sports,Sports
Roger Glover,Brecon,NA,United Kingdom,51.94677,-3.39086,1945,Male,Musician,Music,Arts
Kate Bosworth,Los Angeles,CA,United States,34.05,-118.25,1983,Female,Actor,Film And Theatre,Arts
Elisabeth Shue,Wilmington,DE,United States,39.745833,-75.546667,1963,Female,Actor,Film And Theatre,Arts
Jeremy Lin,Los Angeles,CA,United States,34.05,-118.25,1988,Male,Basketball Player,Team Sports,Sports
Mary McDonnell,Wilkes-Barre,PA,United States,41.244444,-75.878056,1952,Female,Actor,Film And Theatre,Arts
Marlon Wayans,New York,NY,United States,40.7127,-74.0059,1972,Male,Actor,Film And Theatre,Arts
Paul D. Boyer,Provo,UT,United States,40.244444,-111.660833,1918,Male,Chemist,Natural Sciences,Science & Technology
Kesha,Los Angeles,CA,United States,34.05,-118.25,1987,Female,Singer,Music,Arts
Lamar Odom,New York,NY,United States,NA,NA,1979,Male,Basketball Player,Team Sports,Sports
Ben Wallace,White Hall,AL,United States,32.313866,-86.714019,1974,Male,Basketball Player,Team Sports,Sports
Matthew Fox,Abington Township,PA,United States,40.1,-75.099722,1966,Male,Actor,Film And Theatre,Arts
Nicky Butt,Gorton,NA,United Kingdom,53.465314,-2.172491,1975,Male,Soccer Player,Team Sports,Sports
Huell Howser,Gallatin,TN,United States,36.381389,-86.451389,1945,Male,Presenter,Media Personality,Public Figure
Owen Willans Richardson,Dewsbury,NA,United Kingdom,53.691,-1.633,1879,Male,Physicist,Natural Sciences,Science & Technology
Baruch Samuel Blumberg,Philadelphia,PA,United States,39.95,-75.166667,1925,Male,Physician,Medicine,Science & Technology
Denise Richards,Chicago,IL,United States,41.794722,-88.016944,1971,Female,Actor,Film And Theatre,Arts
James McNeill Whistler,Lowell,MA,United States,42.639444,-71.314722,1834,Male,Painter,Fine Arts,Arts
Julia Gillard,Barry,Wales,United Kingdom,51.4064,-3.2667,1961,Female,Politician,Government,Institutions
Kathy Bates,Memphis,TN,United States,35.117365,-89.971068,1948,Female,Actor,Film And Theatre,Arts
Clifford Shull,Pittsburgh,PA,United States,40.439722,-79.976389,1915,Male,Physicist,Natural Sciences,Science & Technology
Kristin Scott Thomas,Redruth,NA,United Kingdom,50.233,-5.224,1960,Female,Actor,Film And Theatre,Arts
Omar Epps,New York,NY,United States,40.692778,-73.990278,1973,Male,Actor,Film And Theatre,Arts
Kanye West,Atlanta,GA,United States,33.755,-84.39,1977,Male,Singer,Music,Arts
"Catherine Ashton, Baroness Ashton of Upholland",Upholland,NA,United Kingdom,53.541,-2.728,1956,Female,Politician,Government,Institutions
Wes Anderson,Houston,TX,United States,29.762778,-95.383056,1969,Male,Film Director,Film And Theatre,Arts
Jimmy Connors,St. Louis,IL,United States,38.616667,-90.133333,1952,Male,Tennis Player,Individual Sports,Sports
Howard Gardner,Scranton,PA,United States,41.410556,-75.6675,1943,Male,Psychologist,Social Sciences,Science & Technology
Cedric the Entertainer,Jefferson City,MO,United States,38.576667,-92.173611,1964,Male,Actor,Film And Theatre,Arts
Jackie Joyner-Kersee,St. Louis,IL,United States,38.616667,-90.133333,1962,Female,Athlete,Individual Sports,Sports
Kevin Garnett,Greenville,SC,United States,34.844444,-82.385556,1976,Male,Basketball Player,Team Sports,Sports
Teddy Sheringham,Highams Park,NA,United Kingdom,51.6059,-0.0151,1966,Male,Soccer Player,Team Sports,Sports
Immanuel Wallerstein,New York,NY,United States,40.7127,-74.0059,1930,Male,Sociologist,Social Sciences,Science & Technology
Michael York,Fulmer,NA,United Kingdom,51.561,-0.558,1942,Male,Actor,Film And Theatre,Arts
Andy Williams,Wall Lake,IA,United States,42.271111,-95.091667,1927,Male,Singer,Music,Arts
Michael E. Brown,Huntsville,AL,United States,34.73,-86.585,1965,Male,Astronomer,Natural Sciences,Science & Technology
Skrillex,Los Angeles,CA,United States,34.11194,-118.19806,1988,Male,Musician,Music,Arts
Wesley Snipes,Orlando,FL,United States,28.415833,-81.298889,1962,Male,Actor,Film And Theatre,Arts
Sean Penn,Los Angeles,CA,United States,34.05,-118.25,1960,Male,Actor,Film And Theatre,Arts
Bam Margera,West Chester,PA,United States,39.958611,-75.605,1979,Male,Skater,Individual Sports,Sports
Stanley Cohen,New York,NY,United States,40.692778,-73.990278,1922,Male,Physician,Medicine,Science & Technology
Amanda Tapping,Rochford,NA,United Kingdom,51.5821,0.7065,1965,Female,Actor,Film And Theatre,Arts
Barack Obama,Honolulu,HI,United States,21.3,-157.816667,1961,Male,Politician,Government,Institutions
Celeste Holm,New York,NY,United States,40.692778,-73.990278,1917,Female,Actor,Film And Theatre,Arts
Kim Wilde,Chiswick,NA,United Kingdom,51.4925,-0.2633,1960,Female,Singer,Music,Arts
Chris Bosh,Dallas,TX,United States,32.775833,-96.796667,1984,Male,Basketball Player,Team Sports,Sports
Kevin Costner,Los Angeles,CA,United States,33.924722,-118.201944,1955,Male,Actor,Film And Theatre,Arts
Rosalyn Sussman Yalow,New York,NY,United States,40.8373,-73.886,1921,Female,Physicist,Natural Sciences,Science & Technology
Peggy Ashcroft,Croydon,NA,United Kingdom,51.3727,-0.1099,1907,Female,Actor,Film And Theatre,Arts
Brad Guzan,Chicago,IL,United States,41.72,-87.7025,1984,Male,Soccer Player,Team Sports,Sports
Rick Perry,Paint Creek,TX,United States,33.062778,-99.672778,1950,Male,Politician,Government,Institutions
Walter Brennan,Boston,MA,United States,42.466667,-70.95,1894,Male,Actor,Film And Theatre,Arts
Steven Gerrard,Whiston,NA,United Kingdom,53.413,-2.798,1980,Male,Soccer Player,Team Sports,Sports
Jenson Button,Frome,NA,United Kingdom,51.2279,-2.3215,1980,Male,Racecar Driver,Individual Sports,Sports
Brian Johnson,Dunston,NA,United Kingdom,54.952,-1.639,1947,Male,Singer,Music,Arts
Angus Young,Glasgow,NA,United Kingdom,55.858,-4.259,1955,Male,Musician,Music,Arts
Venus Williams,Los Angeles,CA,United States,33.924722,-118.201944,1980,Female,Tennis Player,Individual Sports,Sports
Don Cheadle,Kansas City,MO,United States,39.099722,-94.578333,1964,Male,Actor,Film And Theatre,Arts
Glenn Hoddle,London,NA,United Kingdom,51.5127,-0.4211,1957,Male,Soccer Player,Team Sports,Sports
Fred Dalton Thompson,Sheffield,AL,United States,34.759721,-87.694592,1942,Male,Politician,Government,Institutions
Walter Haworth,Chorley,NA,United Kingdom,53.653,-2.632,1883,Male,Chemist,Natural Sciences,Science & Technology
Jane Lynch,Chicago,IL,United States,41.72,-87.7025,1960,Female,Actor,Film And Theatre,Arts
Andy Cole,Nottingham,NA,United Kingdom,52.95,-1.133333,1971,Male,Soccer Player,Team Sports,Sports
Danny Murphy,Chester,NA,United Kingdom,53.1903,-2.8916,1977,Male,Soccer Player,Team Sports,Sports
Malcolm Young,Glasgow,NA,United Kingdom,55.858,-4.259,1953,Male,Musician,Music,Arts
Jaden Smith,Los Angeles,CA,United States,34.03,-118.75,1998,Male,Actor,Film And Theatre,Arts
Joe Cole,London,NA,United Kingdom,51.5172,-0.173,1981,Male,Soccer Player,Team Sports,Sports
Matt Busby,Bellshill,NA,United Kingdom,55.81647,-4.02615,1909,Male,Coach,Team Sports,Sports
Marshall Warren Nirenberg,New York,NY,United States,40.692778,-73.990278,1927,Male,Chemist,Natural Sciences,Science & Technology
Theodore Kaczynski,Chicago,IL,United States,41.72,-87.7025,1942,Male,Extremist,Outlaws,Public Figure
Colbie Caillat,Los Angeles,CA,United States,34.03,-118.75,1985,Female,Musician,Music,Arts
Brad Friedel,Lakewood,OH,United States,41.480833,-81.800278,1971,Male,Soccer Player,Team Sports,Sports
Parker Posey,Baltimore,MD,United States,39.283333,-76.616667,1968,Female,Actor,Film And Theatre,Arts
Scott Speed,Manteca,CA,United States,37.802778000000004,-121.220833,1983,Male,Racecar Driver,Individual Sports,Sports
Craig Bellamy,Cardiff,NA,United Kingdom,51.483333,-3.183333,1979,Male,Soccer Player,Team Sports,Sports
Nicholas M. Butler,Elizabeth,NJ,United States,40.666261,-74.19353,1862,Male,Politician,Government,Institutions
Charles Thomson Rees Wilson,Midlothian,NA,United Kingdom,55.894167,-3.068611,1869,Male,Physicist,Natural Sciences,Science & Technology
William Alfred Fowler,Pittsburgh,PA,United States,40.439722,-79.976389,1911,Male,Astronomer,Natural Sciences,Science & Technology
Paul Wight,Aiken,SC,United States,33.549444,-81.720556,1972,Male,Wrestler,Individual Sports,Sports
Edwin Moses,Dayton,OH,United States,39.759444,-84.191667,1955,Male,Athlete,Individual Sports,Sports
John Russell Hind,Nottingham,NA,United Kingdom,52.95,-1.133333,1823,Male,Astronomer,Natural Sciences,Science & Technology
Karl Shuker,West Midlands,NA,United Kingdom,52.5,-1.833333,1959,Male,Biologist,Natural Sciences,Science & Technology
David Bryan,Perth Amboy,NJ,United States,40.52016,-74.271331,1962,Male,Musician,Music,Arts
Chris Cooper,Kansas City,MO,United States,39.099722,-94.578333,1951,Male,Actor,Film And Theatre,Arts
